食譜名稱,作者,圖片,份數,料理時間,食材,食材數量,料理步驟
"
鮮奶芝麻吐司
",蘋果廚房,https://img-global.cpcdn.com/recipes/d1839324da70b441/751x532cq70/%E9%AE%AE%E5%A5%B6%E8%8A%9D%E9%BA%BB%E5%90%90%E5%8F%B8-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"鮮奶
水
高筋麵粉
砂糖
速發酵母
鹽
奶油
黑芝麻
","150 g
170-180 g
500 g
30 g
5 g
6 g
35 g
30 g
",1.將黑芝麻及奶油以外的材料投入鋼盆，以慢轉速打3分鐘到成團>投入奶油以中速打8~10分鐘到薄膜>投入芝麻後慢速2~3分拌勻即完成麵團部分2.發酵：將麵糰滾圓後室溫發酵（30度）60分鐘至兩倍大>排氣後分成六等份滾圓休息15分鐘3.整形：每顆麵糰棍成約5×12長方形後捲起來休息10分鐘>再桿成5×20長條形捲起來收口貼緊4.放入吐司盒，收口處朝下5.二次發酵約80分鐘（麵糰大到吐司盒的8分滿）後，預熱烤箱至190度烤25~28分6.出爐：吐司盒從15公分高處摔下後放在放涼架放涼即完成（一定要放涼才能切哦！）7.★出爐的吐司盒很燙、吐司從高出摔下要十分小心，最好帶長手套以免吐司盒摔下時不穩而倒下燙傷
"
青龍椒炒肉片
",Grace,https://img-global.cpcdn.com/recipes/4146a92c3aa9a2b3/751x532cq70/%E9%9D%92%E9%BE%8D%E6%A4%92%E7%82%92%E8%82%89%E7%89%87-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 2人份
  ",Na,"青龍椒（糯米椒）3-5根
辣椒適量
蒜頭2顆
里肌肉片1盒
醃料
米酒1匙
醬油1匙
黑胡椒粉適量
調味
鹽適量
","









",1.先將肉片切片，加入醃料，醃製至少10分鐘。下油鍋煎肉片至半熟，取出備用。2.蒜頭切碎，下鍋爆香。接著下辣椒絲、肉片、青龍椒斜切，加點水和鹽，反覆翻炒至全熟就可以起鍋了。
"
香煎KingWeakfish魚
",北美liuliu,https://img-global.cpcdn.com/recipes/63fdcbad302f250a/751x532cq70/%E9%A6%99%E7%85%8Eking-weakfish%E9%AD%9A-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 2人份
  ","
 20 分鐘
      ","King
酒、鹽、白胡椒粉
酪梨油
盤飾：綠花椰菜、柳橙
","1 條
適量
1 小匙

","1.1.冷凍魚取出解凍，沖洗後擦乾抹少許酒、鹽、白胡椒粉醃10分。
2.把魚表面的醃的水分用紙巾擦乾，再把鍋子燒熱(感覺有熱氣從鍋子冒起)加入油，晃動鍋子讓油均勻在整個鍋子上。
3.轉開小火把魚放入鍋中，這時不要移動魚，等到煎到魚皮表面焦焦的才能移動，慢慢移動鍋子讓魚能全部沾到油。2.再用先用中大火煎，不要急著翻動，待一面煎到金黃再翻面；接著轉小火並蓋上鍋蓋，用熱氣悶熟內部，魚煎好後起鍋裝盤擺飾就完成。3.PS
1.鍋子不是不黏鍋材質，可灑大約一層薄薄的鹽之後比較不會沾鍋。
2.魚洗淨後，必須先用紙巾擦乾表面的水份，並在魚身抹上少許的鹽巴，能夠避免油爆現象、防止黏鍋，還有去腥味的功效。"
"
氣炸爆香青江菜*無油煙
",陳珮姍,https://img-global.cpcdn.com/recipes/53652c82661a9078/751x532cq70/%E6%B0%A3%E7%82%B8%E7%88%86%E9%A6%99%E9%9D%92%E6%B1%9F%E8%8F%9C%E7%84%A1%E6%B2%B9%E7%85%99-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 1人份
  ","
 10分鐘
      ","蒜2顆
橄欖油適量
蔥適量
把青菜（圖中為青江菜）
玉米罐頭半罐
","


1

",1.燙熟青菜，可加鹽巴調味2.預熱氣炸鍋200度1分鐘3.拌勻蒜末、蔥末、橄欖油，倒入預熱氣炸鍋，加熱180度2分鐘4.放入燙熟的青菜及玉米並拌勻，載加熱200度2分鐘（可在1分鐘時暫停拌勻），即簡單完成。
"
青辣椒炒土豆絲
",sherry,https://img-global.cpcdn.com/recipes/6a90b8223a3df149/751x532cq70/%E9%9D%92%E8%BE%A3%E6%A4%92%E7%82%92%E5%9C%9F%E8%B1%86%E7%B5%B2-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"馬鈴薯
青辣椒
辣豆瓣醬
玉香筍罐頭
醬油
糖
鹽巴
","2 顆
適量


少許
少許
少許
",1.將馬鈴薯洗淨切條，青辣椒切絲2.熱油後加入辣豆瓣醬和玉香筍的油3.加入馬鈴薯條煮熟後再加入青辣椒絲炒香4.加入一點點醬油、糖和鹽巴拌勻就完成啦！
"
獨樹一幟的金沙鹹蛋苦瓜
",超級默 Jo Lonely Channel ,https://img-global.cpcdn.com/recipes/e8b9db34acc5c5b3/751x532cq70/%E7%8D%A8%E6%A8%B9%E4%B8%80%E5%B9%9F%E7%9A%84%E9%87%91%E6%B2%99%E9%B9%B9%E8%9B%8B%E8%8B%A6%E7%93%9C-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 3-4人份
  ",Na,"山苦瓜
鹹蛋
蒜頭
蔥
油
","1 條
12 顆
3 瓣
1 支
適量
",1.食材備妥：蔥切花、蒜頭切末備用。2.苦瓜剖半，用湯匙把中間的籽跟白棉絮(這個會苦)刮乾淨後切片，煮一鍋滾水燙苦瓜三分鐘後撈起備用。3.鹹蛋剝殼、蛋白跟蛋黃分開，蛋黃上面的白色膜要記得取下，蛋白切末備用。4.中火熱鍋下油、下蒜末，蒜頭炒至金黃後下蛋黃，用鍋鏟把蛋黃壓散拌炒，炒到蛋黃冒泡。5.蛋黃冒泡後下苦瓜，快速拌炒均勻，下蔥花即可起鍋。
"
印度烤餅
",施珠珠,https://img-global.cpcdn.com/recipes/c1e6dc0f1cdd896b/751x532cq70/%E5%8D%B0%E5%BA%A6%E7%83%A4%E9%A4%85-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 6人份
  ",Na,"中筋麵粉
原味優格
溫水(40°c)
糖
鹽
油
酵母
奶油香蒜醬
奶油
蒜泥
鹽
洋香菜或香菜
","750 g
150 g
400 g
12 g
8 g
25 g
4 g

50 g
1 大匙
1/4 匙
適量
",1.麵糰所有食材放入盆中用刮刀攪拌成絮狀，改用手揉至無乾粉狀，麵糰此時非常濕黏，可先靜至20分鐘再揉麵。2.麵糰醒後用手揉麵2分鐘，麵糰成三光狀態，加蓋發酵1.5小時。 第一次發酵ok的麵糰分割成12個小麵糰，滾圓，醒麵15分鐘。3.平底鍋乾鍋燒熱，開中小火，麵糰整形，放入鍋中亁烤至餅皮成泡泡狀，後翻面再烤熟既可。 烤熟的餅趁熱塗上奶油香蒜醬。
"
蛋黃醬鯖魚豆腐
",yu ronny,https://img-global.cpcdn.com/recipes/a0721ce5b8b8e537/751x532cq70/%E8%9B%8B%E9%BB%83%E9%86%AC%E9%AF%96%E9%AD%9A%E8%B1%86%E8%85%90-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 2人份
  ",Na,"鯖魚罐頭
洋蔥
豆腐
小黃瓜
沙拉醬
烹大師
匈牙利紅椒粉
","
1 顆
2 小塊
1 條
4 T
2 t
少許
",1.洋蔥切末，黃瓜切絲2.魚肉弄碎拌入洋蔥後加入沙拉醬與烹大師3.擺盤放豆腐與黃瓜絲，豆腐上面放鯖魚沙拉再灑上紅椒粉及可上桌
"
燒餅
",佛教善益,https://img-global.cpcdn.com/recipes/2fac4352bfbb625d/751x532cq70/%E7%87%92%E9%A4%85-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"麵糰
中筋麵粉300克
熱水（70°c左右）150cc
鹽巴3克
油酥
植物油30克
低筋麵粉30克
胡椒鹽少許
黑芝麻或白芝麻適量
","








",1.把中筋麵粉加入熱水和鹽巴拌勻，搓揉成一團放旁備用2.把油加熱後倒入低筋麵粉中，再加入少許的胡椒鹽拌勻3.用手搓揉麵糰將麵糰內的氣泡揉掉4.桿平麵糰成長方形後均勻地塗抹上油酥5.將整片麵糰由邊邊滾起來滾成一條6.分8團後每一糰桿平向內折兩折（一次由左而右一次由右而左）7.折完一次再桿平再折一次8.正面的部分直接沾滿了芝麻後用桿麵棍輕輕地滾成燒餅的大小9.放入預熱200°c的烤箱或氣炸鍋烤到兩面膨脹金黃色燒餅就完成了！
"
鮮奶雞蛋布丁，不需要電鍋和烤箱版本
",阿綸甜點Alun,https://img-global.cpcdn.com/recipes/95dd52f7ff3e4144/751x532cq70/%E9%AE%AE%E5%A5%B6%E9%9B%9E%E8%9B%8B%E5%B8%83%E4%B8%81%E4%B8%8D%E9%9C%80%E8%A6%81%E9%9B%BB%E9%8D%8B%E5%92%8C%E7%83%A4%E7%AE%B1%E7%89%88%E6%9C%AC-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 8人份
  ","
 30 分鐘
      ","【食材/Ingredients】
吉利丁粉
白開水
冰冷藏10分鐘
鮮奶
動物鮮奶油
蛋黃
砂糖
香草精少許
","








","1.一開始準備好模具，方便後續操作。2.先把吉利丁粉泡開，加入白開水，利用開筷子把吉利丁粉攪勻,冰冷藏10分鐘
(這裡一定要用可以喝的水泡開)3.將先鮮奶跟糖煮至鍋邊冒泡泡，再把蛋黃和香草精打散慢慢加入4.(這裡把鍋邊煮至冒泡泡，已達成80度以上，能幫蛋黃做殺菌動作)5.趁熱同時，把事先泡好的吉利丁加入後，攪拌至溶化。
最後倒入動物鮮奶油降溫並且過篩6.在直接倒入事前準備好的模具，就能直接送入冷藏3小時左右即可享用。
(在等待同時可以切自己喜歡的水果搭配，或是可以直接吃原味都很好吃)"
"
三文鱼番茄奶油炒饭
",小敏家家酒,https://img-global.cpcdn.com/recipes/ce681b6617dbeafd/751x532cq70/%E4%B8%89%E6%96%87%E9%B1%BC%E7%95%AA%E8%8C%84%E5%A5%B6%E6%B2%B9%E7%82%92%E9%A5%AD-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 4 人份
  ",Na,"蒜头切碎
大葱切丁
胡萝卜切丁
牛番茄去皮切丁
长豆切丁
鸡蛋
猪肉碎
三文鱼切丁
隔夜饭
无盐奶油
调味料
酱油
蚝油
清水
绍兴酒
","4-5 瓣
1 粒
1/2 根
1 粒
6-7 根
2 粒
100 克
300 克
4 碗
60 克

3 汤匙
1 汤匙
2 汤匙
1 汤匙
",1.首先把所有材料切好备用。接着烧热锅，先下奶油，再下大葱，蒜头，翻炒至香气扑鼻。2.然后把胡萝卜和长豆倒入翻炒片刻，可盖上锅盖焖一下。接着倒入肉碎翻炒均匀，然后加入三文鱼轻轻的翻炒。把锅里的材料推开一旁，在锅中加入少许油，再把鸡蛋打入锅中。3.然后把隔夜饭倒入锅中的鸡蛋上面，用铲子压一压，然后加入调味料和番茄翻炒均匀。把锅里所有材料混合拌匀即可熄火盛出。
"
咖哩飯
",yuen,https://img-global.cpcdn.com/recipes/1bb203d96d0b0c78/751x532cq70/%E5%92%96%E5%93%A9%E9%A3%AF-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 5-6人
  ",Na,"雞肉
馬鈴薯
紅蘿蔔
咖哩塊
洋蔥
","依喜好
2 顆
1/2 條

2 顆
",1.準備食材2.熱油鍋，依序下食材3.食材炒香拌勻4.加入水、咖哩塊煮熟
"
地瓜球/地瓜圓
",影的料理蹤跡,https://img-global.cpcdn.com/recipes/e77cbdc2bf4f5418/751x532cq70/%E5%9C%B0%E7%93%9C%E7%90%83-%E5%9C%B0%E7%93%9C%E5%9C%93-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 約50個
  ","
 約2-3小時
      ","地瓜(大條約兩三條/小條的約四五條)
地瓜粉
糖粉或砂糖
","400 g
200 g
50 g
","1.地瓜削皮切薄片蒸熟或是整條地瓜煮熟再剝皮, 壓成地瓜泥2.地瓜泥和糖粉拌勻(可以試一下甜度調整糖粉)，加入地瓜粉揉勻成團3.地瓜團分塊搓成長條，切小塊搓圓(5塊錢的大小)，可以灑寫太白粉或地瓜粉避免沾黏，搓好搓圓成地瓜小球，完成後可以裝袋冷凍保存，等要吃時再炸或煮4.💛地瓜球:
先下油(要淹過地瓜小球的油量)，油溫不用很高，有些燒一下後就可下地瓜小球了， 然後稍微浮起後用示篩網多壓幾次讓他蓬蓬的(操作時小心油噴有些危險)，撈起後放在有廚房紙巾墊著的盤子上吸油，完成5.🧡地瓜圓:
熱水滾後下地瓜小球，煮到浮起後試試有沒有熟透，然後撈起放到冰塊冷水冰鎮一下再撈起，然後放在碗裡用糖水泡，完成"
"
紅燒蕃茄牛肉麵便當
",Nancy Chou,https://img-global.cpcdn.com/recipes/f58e0b1b230118de/751x532cq70/%E7%B4%85%E7%87%92%E8%95%83%E8%8C%84%E7%89%9B%E8%82%89%E9%BA%B5%E4%BE%BF%E7%95%B6-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 2人份
  ",Na,"蒟蒻麵
嫩肩牛
牛蕃茄
洋蔥
紅蘿蔔
薑片
蒜頭
滷包
八角
月桂葉
花椒
調味料
無添加醬油
米酒
味霖
辣豆瓣醬
","3 包
500 g
2 顆
1 顆
1/4 條
5 片
3 顆

2 顆
2 片
適量

3 大匙
2 大匙
1 大匙
1 大匙
",1.牛肉、紅蘿蔔、洋蔥切塊後，所有食材（蒟蒻麵不放）放入微電鍋，再放入調味料和滷包，視情況加入水至最高刻度，燉湯模式2小時2.待時間到開蓋試味道3.撈出1/3鍋，留2/3鍋湯和料，將蒟蒻去掉浸泡液後放入鍋中使用再加熱模式25分鐘待時間到即可
"
涼拌秋葵番茄
",Queenie Hsiao,https://img-global.cpcdn.com/recipes/d09140a1500d0a1c/751x532cq70/%E6%B6%BC%E6%8B%8C%E7%A7%8B%E8%91%B5%E7%95%AA%E8%8C%84-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 2人份
  ","
 5分鐘
      ","食材
秋葵
牛番茄
調味料
檸檬汁
日式醬油
白芝麻
","
10 根
1 個

15 ml
30 ml
適量
",1.滾水中加入少許鹽，秋葵洗淨後川燙2分鐘，起鍋放入冰塊水中冷卻備用。2.牛番茄切塊或切丁都可以。3.去掉秋葵的頭部，每根對切成兩半。4.番茄與秋葵放入碗中，加入所有調味料就完成了。
"
蘆筍炒蝦仁
",黃盈珊,https://img-global.cpcdn.com/recipes/2b99882d31e76ecc/751x532cq70/%E8%98%86%E7%AD%8D%E7%82%92%E8%9D%A6%E4%BB%81-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 五人份
  ",Na,"蘆筍一把
蝦子12-15隻
鹽適量
酒適量
太白粉水適量
薑絲適量
","





",1.蘆筍洗淨，蝦子去殼、開背去腸泥後用米酒醃去腥味2.蘆筍刨去根部硬纖維，切段，薑絲、蘆筍、蝦仁下鍋炒3.調太白粉+水，倒入鍋內，加入適量鹽調味，完成
"
健人早餐盤:1000次歐姆蛋
",Joy Weng,https://img-global.cpcdn.com/recipes/c7b9de001c767c42/751x532cq70/%E5%81%A5%E4%BA%BA%E6%97%A9%E9%A4%90%E7%9B%A4-1000%E6%AC%A1%E6%AD%90%E5%A7%86%E8%9B%8B-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"雞蛋
鹽少許
砂糖
","1 顆

1 小匙
",1.先將蛋白和蛋黃分開(大概是這道食譜最難的部分XD)，蛋黃的部分加少許鹽，攪拌均勻。2.電動打蛋器先開1速將蛋白打出粗泡後，加1小匙糖，然後開2速快速打發。打發到將鋼盆翻轉，蛋白也不會流出的狀態即可。3.將蛋黃緩緩倒入蛋白盆，用手持攪拌棒輕柔將蛋白和蛋黃拌勻，勿過度攪拌以免消泡。4.不沾鍋倒少許油，小火熱鍋，將拌勻的蛋糊倒入鍋中，用耐高溫刮刀將蛋糊調整成圓形，蓋上鍋蓋，小火烘1分鐘(我本來怕蛋不熟，所以烘了1分30秒，但覺得上色太深了，應該可以減少一點時間)。5.用鍋鏟將蛋對折起來就可以起鍋了哦，動作一定要快，拍照也要快😂 一出鍋還ㄉㄨㄞㄉㄨㄞ的，結果擺完盤要拍照的時候就消轟了啦! 搭配冰烤地瓜，淋上零卡楓糖漿，再來一份希臘優格和藍莓，就是健人的優質早餐盤!!👍
"
氣炸蛋撻（蛋塔）
",黃小瑜,https://img-global.cpcdn.com/recipes/db67ed4fba544041/751x532cq70/%E6%B0%A3%E7%82%B8%E8%9B%8B%E6%92%BB%E8%9B%8B%E5%A1%94-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 25 顆
  ",Na,"市售蛋塔皮
蛋
牛奶
鮮奶油
糖
","25 顆
2 顆
120 cc
100 cc
60 cc
",1.五種簡單材料 蛋塔皮、蛋、牛奶、鮮奶油和糖2.全部攪拌在一起喇喇咧之後過篩3.再將牛奶蛋液緩緩倒入蛋塔皮，大約八分滿即可4.放進氣炸烤箱用180度烤15分鐘（每5分鐘要交換一次烤盤位置）如果用氣炸鍋可以直接氣炸12分鐘5.完成後待降溫就能食用囉！內餡口感超好！
"
無添加奶油的司康
",Lin Yu Han,https://img-global.cpcdn.com/recipes/2d4bf3ce26430cd0/751x532cq70/%E7%84%A1%E6%B7%BB%E5%8A%A0%E5%A5%B6%E6%B2%B9%E7%9A%84%E5%8F%B8%E5%BA%B7-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 12塊（厚度1公分、和以上）【備註：小烤箱還是較適合低於1公分左右的高度；與大烤箱風味不同】
  ",Na,"A:（過篩）
高筋麵粉200g
細砂糖30g(20～24g)
鹽1g
B:
椰子油60g（稍退冰，就要趕快秤重，夏天易融化）
全蛋1顆（大顆）(打散）
蜂蜜10克
C:【特濃乳酪絲20、乳酪丁45（切條狀）】
乾酪絲60g
D:
蛋黃（刷1次）或蛋液（刷2次）
器材：【小小烤箱】
刮板
塑膠袋（或不沾布～底部與上方各1張）
鐵盤加少許水（放入不沾布方便沾附）
鋁箔紙（寬度跟烤盤外圍一樣寬
平口夾子
夾鐵盤夾子
用容器裝成品（透氣）
","



















","1.A步驟過篩，加入B、C已備好材料。用刮板拌均。（以麵粉不出筋為主）2.用袋桿平（對折再桿）勿太多次，成一體後，取出少許手粉（不用亦可），直接用圓柱形的杯子成形。3.試做範例～小小烤箱：預熱6分，烤不足6分，翻面，放入鋁箔紙遮住烤3分。【不足1公分 / 圖：屬蛋液】4.今日製作～補圖片～1公分（或以上），共12塊，刷蛋黃液。（分裝冷凍）5.熱箱：6分～第一盤（1公分）烤5分+入鋁箔紙並翻面烤4分+司康一個個翻面烤3分+悶2分。第二盤（1公分以上）熱箱：1分～蓋鋁箔紙烤5分+取出鋁箔紙烤4分+悶3分。【左圖：第一盤司康一個個翻面】6.注意夏天椰子油易融化。【半成品粉糰，只能入冰箱，協助椰子油擬固】7.附註大烤箱：200度/160度；18分鐘。高度2.5公分。
散熱、裝罐，放置常溫3～5天。口感：酥鬆。"
"
清蒸鱸魚片
",王敏睿,https://img-global.cpcdn.com/recipes/ec151eee72a0630c/751x532cq70/%E6%B8%85%E8%92%B8%E9%B1%B8%E9%AD%9A%E7%89%87-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 好×多鱸魚片三塊
  ",Na,"麥芽糖－大匙
甘樹子约25顆
嫩薑切絲－小把
米酒約10cc
","



",1.好×多鱸魚片退冰，放在盤子上，再放上一大匙麥芽糖，再放入甘樹子，嫩薑絲、米酒2.整盤材料放入炒鍋中蒸，蓋上鍋蓋，用中火蒸約15分鐘，3.蒸好起鍋，清爽、快速、方便的料理，
"
義式馬林糖
",料理人Mochi,https://img-global.cpcdn.com/recipes/ea18c5eba3f5895b/751x532cq70/%E7%BE%A9%E5%BC%8F%E9%A6%AC%E6%9E%97%E7%B3%96-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 10人份
  ",Na,"克細砂糖
克水
顆蛋
色素1滴滴
","250
100
3

",1.將蛋蛋白蛋黃分離，蛋白留下。2.將糖和水拿去煮，煮到110°C時，把蛋白丟進打蛋機裡面打（中速）3.煮到121°C時，關火，將糖漿慢慢倒入正在打的蛋白霜中，打到中性發泡即可4.把蛋白霜的20%拿出，其餘放入擠花袋。將20%的蛋白霜加入色素，拌勻，同樣拌入擠花袋中。5.拿出烤盤，放上烘培紙，擠出你想要的圖案。烤箱預熱90°C，烤2小時，即可！
"
蕃茄鮮蝦十穀燜飯-直火作法
",黃獅虎,https://img-global.cpcdn.com/recipes/5e899627ef136d57/751x532cq70/%E8%95%83%E8%8C%84%E9%AE%AE%E8%9D%A6%E5%8D%81%E7%A9%80%E7%87%9C%E9%A3%AF-%E7%9B%B4%E7%81%AB%E4%BD%9C%E6%B3%95-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"白蝦
小蕃茄
洋蔥1/4顆
蒜頭
大杏鮑菇
十穀米
月桂葉
調味料
鹽巴
黑胡椒
蒜粉
洋蔥粉
其他
橄欖油
","5 隻
10 顆

3 瓣
1 條
2 杯
1 片

適量
適量



少許
",1.十穀米浸泡1夜洗淨備用;或是用熱水浸泡2小時以上至水變冷，然後把米洗淨備用2.蒜頭切片，洋蔥、杏鮑菇切丁，小蕃茄對切，蝦子剪去蝦鬚和開背去腸泥備用3.起油鍋將蝦子煎至兩面變色撈出備用，留下煎蝦的蝦油4.同鍋再加點油，爆香蒜片、洋蔥，再加入小蕃茄、杏鮑菇丁同炒5.這時加入洗淨十穀米翻炒均勻，然後加入兩米杯水量、月桂葉1片，開中大火煮滾再轉中小火，蓋上鍋蓋燜煮約15分鐘6.時間快到要注意顧爐，以免水份收乾焦底，聽到滋滋滋的聲音就是差不多煮好了，這時開蓋放上蝦子熄火再燜10分鐘7.時間到開蓋，徹底鬆飯均勻，並且加入適量調味料，食用時可以搭配煎好的鮮蝦和淋上少許橄欖油
"
高麗菜魚捲+芝麻魚球
",Nancy Chou,https://img-global.cpcdn.com/recipes/88592fa103b8c192/751x532cq70/%E9%AB%98%E9%BA%97%E8%8F%9C%E9%AD%9A%E6%8D%B2%E8%8A%9D%E9%BA%BB%E9%AD%9A%E7%90%83-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 6個
  ",Na,"高麗菜魚卷
高麗菜葉
鯛魚片
鮭魚
芝麻魚球
鮭魚漿
芝麻
魚漿調味料
米酒
蠔油
白胡椒粉
香油
","
6 片
1 片
1 片

4 個
適量

1 茶匙
1 茶匙
適量
適量
",1.高麗菜葉放入滾水加蓋煮熟備用2.鮭魚去皮去刺、鯛魚切塊放入食物料理機加一點點鹽攪成魚漿，加入魚漿調味料拌勻3.煮熟的高麗菜將粗梗以刀背輕輕敲平放入適量的魚漿包起來4.包好的菜卷放在滾水鍋蒸15～20分鐘，蒸熟魚漿變的淺色ㄧ點即可，對切即可享用5.剩 下的魚漿分成四等份分別沾上白芝麻，烤箱預熱200度烤20分鐘即可取出
"
蘆筍炒雞胸肉
",jin,https://img-global.cpcdn.com/recipes/8f5d5fb60ee3b0f8/751x532cq70/%E8%98%86%E7%AD%8D%E7%82%92%E9%9B%9E%E8%83%B8%E8%82%89-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 1人份
  ",Na,"雞胸肉130克
蘆筍130克
紅蘿蔔50克
蒜頭3顆
醬油適量
","




",1.備料，蒜頭拍碎、雞胸肉切成條狀、蘆筍切小段、紅蘿蔔切片2.熱油鍋，依序下蒜頭、紅蘿蔔，紅蘿蔔炒半軟後放雞肉，雞肉煎至白色後放蘆筍3.放少許水拌炒，下醬油調味，蓋鍋蓋悶一下，再拌炒一下即可起鍋盛盤。
"
【控醣主食】不乾柴❤香煎香草雞胸
",IS YVETTE,https://img-global.cpcdn.com/recipes/57e7a08a88038910/751x532cq70/%E6%8E%A7%E9%86%A3%E4%B8%BB%E9%A3%9F%E4%B8%8D%E4%B9%BE%E6%9F%B4%E2%9D%A4%E9%A6%99%E7%85%8E%E9%A6%99%E8%8D%89%E9%9B%9E%E8%83%B8-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"雞胸肉兩片
鹽巴兩匙
香草義式香料些許（也可換成黑胡椒粒）
植物油半匙（可用鍋鏟量即可）
","



",1.將雞胸肉雙面各灑上一匙鹽巴均勻塗抹，灑上香草義式香料，放入冰箱冷藏至隔天2.鍋內倒入植物油，雞胸肉下鍋，中火10分鐘（可用鍋鏟輕壓，幫助表面上色）3.翻面後繼續中火煎10分鐘（煎至表面金黃）4.起鍋盛盤切片（用料理剪刀剪也很方便噢！）
"
清炒蘆筍
",夏曉霞,https://img-global.cpcdn.com/recipes/a2d98a71a1b896ee/751x532cq70/%E6%B8%85%E7%82%92%E8%98%86%E7%AD%8D-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 5人份
  ","
 20分鐘
      ","蘆筍
新鮮香菇
甜椒
蔥
蒜頭
","1 把
4 朵
1/3 顆
1 根
1 顆
",1.蘆筍根部削皮，切段2.香菇去蒂頭，切片3.甜椒切成同蘆筍大小4.蔥切段，大蒜切片5.起油鍋，放蒜頭爆香6.放入蘆筍、香菇拌炒2分鐘（喜歡吃軟一點的蘆筍可多炒一下）7.再加入蔥段、甜椒、鹽炒1分鐘即可
